bank_id,gl_id,bank_description,gl_description,confidence,matched_rules,match_type,bank_amount,gl_amount,amount_difference,bank_date,gl_date,date_difference_days,time_anomaly_6_months,normalized_bank_vendor,normalized_gl_vendor
BANK000277,GL000107,Payment to XYZ Corp,GL Entry: XYZ Corporation,72.18,"[""amount_only_match""]",amount_only,4652.12,4624.3,27.82,2024-02-13 00:00:00,2024-05-15 00:00:00,92,,,
BANK000278,GL000125,Payment to ABC Inc,GL Entry: Smith & Company,3.79,"[""amount_only_match""]",amount_only,40607.29,40511.08,96.21,2024-10-11 00:00:00,2024-06-10 00:00:00,123,,,
BANK000279,GL000153,Payment to XYZ Corp,GL Entry: A B C Inc,31.24,"[""amount_only_match""]",amount_only,28128.0,28196.76,68.76,2024-12-09 00:00:00,2024-04-22 00:00:00,231,,,
BANK000280,GL000475,Payment to Digital Agency,GL Entry: GLOBAL SERV,11.84,"[""amount_only_match""]",amount_only,47062.38,47150.54,88.16,2024-08-04 00:00:00,2024-09-03 00:00:00,30,,,
BANK000281,GL000178,Payment to Finance Partners,GL Entry: Global Services,3.21,"[""amount_only_match""]",amount_only,14452.71,14355.92,96.79,2024-06-08 00:00:00,2024-07-12 00:00:00,34,,,
BANK000282,GL000404,Payment to Consulting Group,GL Entry: GLOBAL SERV,54.14,"[""amount_only_match""]",amount_only,10715.67,10669.81,45.86,2024-12-02 00:00:00,2024-05-13 00:00:00,203,,,
BANK000283,GL001170,Payment to Finance Partners,GL Entry: XYZ CORP,24.79,"[""amount_only_match""]",amount_only,17570.69,17645.9,75.21,2024-10-11 00:00:00,2024-01-30 00:00:00,255,,,
BANK000284,GL000773,Payment to Data Systems,GL Entry: XYZ Corporation,14.7,"[""amount_only_match""]",amount_only,28747.59,28662.29,85.3,2024-08-07 00:00:00,2024-04-17 00:00:00,112,,,
BANK000285,GL000014,Payment to Data Systems,GL Entry: ABC Inc.,83.82,"[""amount_only_match""]",amount_only,30717.31,30701.13,16.18,2024-11-25 00:00:00,2024-09-14 00:00:00,72,,,
BANK000286,GL000020,Payment to Tech Solutions,GL Entry: ABC INC,18.52,"[""amount_only_match""]",amount_only,46461.31,46542.79,81.48,2024-12-21 00:00:00,2024-03-19 00:00:00,277,,,
BANK000287,GL000190,Payment to Finance Partners,GL Entry: SMITH CO,28.07,"[""amount_only_match""]",amount_only,13736.19,13664.26,71.93,2024-06-07 00:00:00,2024-10-01 00:00:00,116,,,
BANK000288,GL000990,Payment to Software House,GL Entry: Smith Co.,70.98,"[""amount_only_match""]",amount_only,43506.15,43535.17,29.02,2024-10-16 00:00:00,2024-03-17 00:00:00,213,,,
BANK000289,GL000196,Payment to XYZ Corp,GL Entry: XYZ Corporation,60.88,"[""amount_only_match""]",amount_only,37074.36,37035.24,39.12,2024-01-16 00:00:00,2024-01-30 00:00:00,14,,,
BANK000290,GL000016,Payment to Finance Partners,GL Entry: Tech Solutions LLC,97.08,"[""amount_only_match""]",amount_only,18872.1,18869.18,2.92,2024-08-20 00:00:00,2024-05-13 00:00:00,99,,,
BANK000291,GL000546,Payment to Cloud Services,GL Entry: ABC Inc.,12.48,"[""amount_only_match""]",amount_only,36107.64,36020.12,87.52,2024-10-17 00:00:00,2024-02-04 00:00:00,256,,,
BANK000292,GL000012,Payment to Business Tools,GL Entry: ABC Inc.,61.71,"[""amount_only_match""]",amount_only,2725.18,2686.89,38.29,2024-03-21 00:00:00,2024-04-06 00:00:00,16,,,
BANK000293,GL000119,Payment to Software House,GL Entry: Tech Solutions,92.25,"[""amount_only_match""]",amount_only,4170.92,4163.17,7.75,2024-08-14 00:00:00,2024-02-02 00:00:00,194,,,
BANK000294,GL000224,Payment to Global Services,GL Entry: Smith Co.,6.95,"[""amount_only_match""]",amount_only,22158.0,22064.95,93.05,2024-05-19 00:00:00,2024-07-25 00:00:00,67,,,
BANK000295,GL000537,Payment to Tech Solutions,GL Entry: TECH SOL,44.08,"[""amount_only_match""]",amount_only,17324.13,17268.21,55.92,2024-02-26 00:00:00,2024-12-12 00:00:00,290,,,
BANK000296,GL000472,Payment to Tech Solutions,GL Entry: XYZ CORP,73.14,"[""amount_only_match""]",amount_only,24382.97,24409.83,26.86,2024-12-07 00:00:00,2024-07-25 00:00:00,135,,,
BANK000297,GL000657,Payment to ABC Inc,GL Entry: ABC INCORPORATED,2.22,"[""amount_only_match""]",amount_only,19823.64,19921.42,97.78,2024-11-02 00:00:00,2024-06-14 00:00:00,141,,,
BANK000298,GL000248,Payment to Business Tools,GL Entry: TS Inc,49.42,"[""amount_only_match""]",amount_only,15140.83,15191.41,50.58,2024-04-18 00:00:00,2024-03-31 00:00:00,18,,,
BANK000299,GL000262,Payment to ABC Inc,GL Entry: SMITH AND CO,47.24,"[""amount_only_match""]",amount_only,14543.41,14596.17,52.76,2024-03-02 00:00:00,2024-09-16 00:00:00,198,,,
BANK000300,GL000168,Payment to Data Systems,GL Entry: TECH SOL,21.35,"[""amount_only_match""]",amount_only,8867.17,8945.82,78.65,2024-07-13 00:00:00,2024-06-12 00:00:00,31,,,
BANK000301,GL000066,Payment to Business Tools,GL Entry: Smith & Co,74.68,"[""amount_only_match""]",amount_only,27980.31,27954.99,25.32,2024-12-08 00:00:00,2024-02-17 00:00:00,295,,,
BANK000302,GL000188,Payment to Audit Solutions,GL Entry: GLOBAL SERVICES INC,87.91,"[""amount_only_match""]",amount_only,43102.04,43114.13,12.09,2024-01-22 00:00:00,2024-08-09 00:00:00,200,,,
BANK000303,GL000957,Payment to Cloud Services,GL Entry: GLOBAL SERV,86.2,"[""amount_only_match""]",amount_only,46066.01,46052.21,13.8,2024-06-09 00:00:00,2024-07-06 00:00:00,27,,,
BANK000304,GL000046,Payment to Tech Solutions,GL Entry: ABC INCORPORATED,82.1,"[""amount_only_match""]",amount_only,35504.0,35486.1,17.9,2024-08-01 00:00:00,2024-09-13 00:00:00,43,,,
BANK000305,GL000973,Payment to Business Tools,GL Entry: XYZ Corporation,30.93,"[""amount_only_match""]",amount_only,48313.36,48244.29,69.07,2024-03-28 00:00:00,2024-11-10 00:00:00,227,,,
BANK000306,GL000403,Payment to XYZ Corp,GL Entry: ABC Inc.,67.65,"[""amount_only_match""]",amount_only,41618.09,41650.44,32.35,2024-07-04 00:00:00,2024-06-26 00:00:00,8,,,
BANK000307,GL000912,Payment to Audit Solutions,GL Entry: ABC INCORPORATED,49.85,"[""amount_only_match""]",amount_only,12241.49,12191.34,50.15,2024-10-28 00:00:00,2024-04-11 00:00:00,200,,,
BANK000309,GL000784,Payment to XYZ Corp,GL Entry: ABC Inc,55.1,"[""amount_only_match""]",amount_only,3911.33,3956.23,44.9,2024-11-20 00:00:00,2024-07-17 00:00:00,126,,,
BANK000310,GL000146,Payment to Finance Partners,GL Entry: GLOBAL SERV,2.23,"[""amount_only_match""]",amount_only,45305.54,45207.77,97.77,2024-06-27 00:00:00,2024-07-18 00:00:00,21,,,
BANK000312,GL000368,Payment to Business Tools,GL Entry: X Y Z Corp,67.38,"[""amount_only_match""]",amount_only,8757.6,8790.22,32.62,2024-03-19 00:00:00,2024-12-09 00:00:00,265,,,
BANK000313,GL000616,Payment to Consulting Group,GL Entry: SMITH AND CO,18.47,"[""amount_only_match""]",amount_only,8939.59,8858.06,81.53,2024-11-17 00:00:00,2024-11-30 00:00:00,13,,,
BANK000314,GL001022,Payment to Software House,GL Entry: Smith Co.,63.45,"[""amount_only_match""]",amount_only,38017.87,38054.42,36.55,2024-08-17 00:00:00,2024-09-26 00:00:00,40,,,
BANK000315,GL000025,Payment to Finance Partners,GL Entry: SMITH CO,51.13,"[""amount_only_match""]",amount_only,32185.29,32136.42,48.87,2024-11-15 00:00:00,2024-12-30 00:00:00,45,,,
BANK000316,GL000055,Payment to XYZ Corp,GL Entry: ABC Inc,73.38,"[""amount_only_match""]",amount_only,15875.33,15901.95,26.62,2024-08-13 00:00:00,2024-01-17 00:00:00,209,,,
BANK000317,GL000182,Payment to Cloud Services,GL Entry: Global Services,26.64,"[""amount_only_match""]",amount_only,15210.74,15284.1,73.36,2024-05-20 00:00:00,2024-12-13 00:00:00,207,,,
BANK000318,GL000659,Payment to Consulting Group,GL Entry: Tech Solutions,1.27,"[""amount_only_match""]",amount_only,25416.11,25514.84,98.73,2024-06-07 00:00:00,2024-11-07 00:00:00,153,,,
BANK000319,GL000121,Payment to XYZ Corp,GL Entry: XYZ Corp,89.11,"[""amount_only_match""]",amount_only,18500.01,18510.9,10.89,2024-05-26 00:00:00,2024-12-06 00:00:00,194,,,
BANK000320,GL000418,Payment to Audit Solutions,GL Entry: Tech Solutions LLC,39.57,"[""amount_only_match""]",amount_only,30788.92,30728.49,60.43,2024-09-16 00:00:00,2024-04-06 00:00:00,163,,,
BANK000321,GL000695,Payment to Consulting Group,GL Entry: SMITH CO,92.77,"[""amount_only_match""]",amount_only,47716.15,47708.92,7.23,2024-01-22 00:00:00,2024-06-14 00:00:00,144,,,
BANK000322,GL000553,Payment to Cloud Services,GL Entry: Global Svcs,1.36,"[""amount_only_match""]",amount_only,32626.69,32528.05,98.64,2024-06-13 00:00:00,2024-11-04 00:00:00,144,,,
BANK000323,GL000211,Payment to XYZ Corp,GL Entry: Smith & Co,26.27,"[""amount_only_match""]",amount_only,47890.35,47816.62,73.73,2024-08-18 00:00:00,2024-12-14 00:00:00,118,,,
BANK000324,GL000213,Payment to Data Systems,GL Entry: XYZ CORP,59.91,"[""amount_only_match""]",amount_only,49121.04,49080.95,40.09,2024-02-13 00:00:00,2024-06-28 00:00:00,136,,,
BANK000325,GL000424,Payment to Consulting Group,GL Entry: Global Services,6.66,"[""amount_only_match""]",amount_only,12462.41,12555.75,93.34,2024-08-12 00:00:00,2024-05-14 00:00:00,90,,,
BANK000326,GL000064,Payment to Tech Solutions,GL Entry: TECH SOL,56.44,"[""amount_only_match""]",amount_only,8021.44,8065.0,43.56,2024-07-09 00:00:00,2024-08-11 00:00:00,33,,,
BANK000327,GL000369,Payment to Business Tools,GL Entry: Global Svcs,24.45,"[""amount_only_match""]",amount_only,33977.0,33901.45,75.55,2024-01-27 00:00:00,2024-06-04 00:00:00,129,,,
BANK000328,GL000457,Payment to Data Systems,GL Entry: TECH SOLUTIONS,19.71,"[""amount_only_match""]",amount_only,3389.0,3308.71,80.29,2024-02-18 00:00:00,2024-01-03 00:00:00,46,,,
BANK000329,GL000345,Payment to Cloud Services,GL Entry: GLOBAL SERVICES INC,76.79,"[""amount_only_match""]",amount_only,12674.59,12697.8,23.21,2024-12-02 00:00:00,2024-07-26 00:00:00,129,,,
BANK000330,GL000180,Payment to Smith & Co,GL Entry: SMITH CO,21.68,"[""amount_only_match""]",amount_only,4166.95,4245.27,78.32,2024-12-05 00:00:00,2024-09-03 00:00:00,93,,,
BANK000331,GL000828,Payment to Software House,GL Entry: Smith Co.,42.84,"[""amount_only_match""]",amount_only,48388.06,48445.22,57.16,2024-12-23 00:00:00,2024-02-03 00:00:00,324,,,
BANK000332,GL000077,Payment to Tech Solutions,GL Entry: SMITH AND CO,54.94,"[""amount_only_match""]",amount_only,35470.82,35515.88,45.06,2024-02-13 00:00:00,2024-07-13 00:00:00,151,,,
BANK000333,GL001182,Payment to Software House,GL Entry: Smith Co.,8.79,"[""amount_only_match""]",amount_only,39603.93,39695.14,91.21,2024-03-06 00:00:00,2024-02-01 00:00:00,34,,,
BANK000334,GL000541,Payment to Software House,GL Entry: Global Svcs,97.11,"[""amount_only_match""]",amount_only,45631.15,45634.04,2.89,2024-02-17 00:00:00,2024-05-04 00:00:00,77,,,
BANK000335,GL000202,Payment to Tech Solutions,GL Entry: ABC INC,46.0,"[""amount_only_match""]",amount_only,18155.22,18209.22,54.0,2024-07-04 00:00:00,2024-07-18 00:00:00,14,,,
BANK000336,GL000602,Payment to Global Services,GL Entry: XYZ CORP,75.65,"[""amount_only_match""]",amount_only,17152.44,17176.79,24.35,2024-09-05 00:00:00,2024-03-30 00:00:00,159,,,
BANK000337,GL000015,Payment to Business Tools,GL Entry: Tech Solutions LLC,83.24,"[""amount_only_match""]",amount_only,7831.76,7815.0,16.76,2024-05-31 00:00:00,2024-12-24 00:00:00,207,,,
BANK000338,GL000075,Payment to ABC Inc,GL Entry: XYZ CORP,58.21,"[""amount_only_match""]",amount_only,41772.48,41730.69,41.79,2024-09-26 00:00:00,2024-11-19 00:00:00,54,,,
BANK000339,GL000631,Payment to Smith & Co,GL Entry: ABC Inc,95.46,"[""amount_only_match""]",amount_only,6639.35,6634.81,4.54,2024-07-11 00:00:00,2024-02-10 00:00:00,152,,,
BANK000340,GL000336,Payment to Digital Agency,GL Entry: GLOBAL SERV,45.79,"[""amount_only_match""]",amount_only,40471.28,40525.49,54.21,2024-03-25 00:00:00,2024-12-23 00:00:00,273,,,
BANK000341,GL000355,Payment to Consulting Group,GL Entry: ABC INC,51.62,"[""amount_only_match""]",amount_only,18278.54,18326.92,48.38,2024-05-01 00:00:00,2024-09-26 00:00:00,148,,,
BANK000342,GL000490,Payment to Tech Solutions,GL Entry: SMITH AND CO,86.13,"[""amount_only_match""]",amount_only,11776.75,11790.62,13.87,2024-05-02 00:00:00,2024-05-17 00:00:00,15,,,
BANK000343,GL000501,Payment to Finance Partners,GL Entry: SMITH AND CO,89.02,"[""amount_only_match""]",amount_only,45208.32,45197.34,10.98,2024-04-09 00:00:00,2024-12-10 00:00:00,245,,,
BANK000344,GL000235,Payment to Business Tools,GL Entry: Smith & Company,36.33,"[""amount_only_match""]",amount_only,49223.55,49159.88,63.67,2024-08-24 00:00:00,2024-10-10 00:00:00,47,,,
BANK000345,GL000158,Payment to Smith & Co,GL Entry: ABC INCORPORATED,56.19,"[""amount_only_match""]",amount_only,25195.04,25151.23,43.81,2024-08-02 00:00:00,2024-04-28 00:00:00,96,,,
BANK000346,GL000536,Payment to ABC Inc,GL Entry: Smith & Company,87.14,"[""amount_only_match""]",amount_only,7006.09,7018.95,12.86,2024-05-08 00:00:00,2024-07-31 00:00:00,84,,,
BANK000347,GL001014,Payment to Digital Agency,GL Entry: ABC INC,67.09,"[""amount_only_match""]",amount_only,27771.58,27804.49,32.91,2024-02-22 00:00:00,2024-01-19 00:00:00,34,,,
BANK000348,GL000423,Payment to Tech Solutions,GL Entry: TECH SOL,69.53,"[""amount_only_match""]",amount_only,14324.64,14294.17,30.47,2024-03-23 00:00:00,2024-08-09 00:00:00,139,,,
BANK000349,GL000993,Payment to XYZ Corp,GL Entry: Smith & Company,85.76,"[""amount_only_match""]",amount_only,7452.7,7438.46,14.24,2024-08-11 00:00:00,2024-04-27 00:00:00,106,,,
BANK000350,GL000819,Payment to ABC Inc,GL Entry: ABC Inc,62.19,"[""amount_only_match""]",amount_only,40853.49,40891.3,37.81,2024-06-27 00:00:00,2024-05-31 00:00:00,27,,,
BANK000351,GL000163,Payment to Audit Solutions,GL Entry: Tech Solutions LLC,8.16,"[""amount_only_match""]",amount_only,25150.16,25242.0,91.84,2024-04-30 00:00:00,2024-10-21 00:00:00,174,,,
BANK000352,GL000159,Payment to XYZ Corp,GL Entry: TECH SOLUTIONS,19.74,"[""amount_only_match""]",amount_only,11304.48,11384.74,80.26,2024-06-12 00:00:00,2024-05-13 00:00:00,30,,,
BANK000354,GL000432,Payment to Digital Agency,GL Entry: ABC Inc.,99.47,"[""amount_only_match""]",amount_only,45878.07,45878.6,0.53,2024-08-29 00:00:00,2024-01-10 00:00:00,232,,,
BANK000355,GL000885,Payment to XYZ Corp,GL Entry: Global Services,85.79,"[""amount_only_match""]",amount_only,22485.21,22471.0,14.21,2024-01-03 00:00:00,2024-06-11 00:00:00,160,,,
BANK000356,GL000526,Payment to Data Systems,GL Entry: Global Svcs,12.52,"[""amount_only_match""]",amount_only,10861.17,10773.69,87.48,2024-03-17 00:00:00,2024-04-04 00:00:00,18,,,
BANK000357,GL000084,Payment to Business Tools,GL Entry: Tech Solutions LLC,28.89,"[""amount_only_match""]",amount_only,26435.8,26364.69,71.11,2024-02-26 00:00:00,2024-05-23 00:00:00,87,,,
BANK000358,GL000104,Payment to Audit Solutions,GL Entry: Smith Co.,14.83,"[""amount_only_match""]",amount_only,6180.23,6265.4,85.17,2024-05-02 00:00:00,2024-04-19 00:00:00,13,,,
BANK000359,GL000251,Payment to Consulting Group,GL Entry: TECH SOLUTIONS,34.25,"[""amount_only_match""]",amount_only,22909.97,22844.22,65.75,2024-02-26 00:00:00,2024-05-12 00:00:00,76,,,
BANK000360,GL000136,Payment to Global Services,GL Entry: XYZ CORP.,76.55,"[""amount_only_match""]",amount_only,31634.55,31658.0,23.45,2024-10-21 00:00:00,2024-03-24 00:00:00,211,,,
BANK000361,GL001076,Payment to Finance Partners,GL Entry: Smith & Co,45.98,"[""amount_only_match""]",amount_only,21519.02,21465.0,54.02,2024-11-10 00:00:00,2024-03-27 00:00:00,228,,,
BANK000362,GL000954,Payment to XYZ Corp,GL Entry: ABC INCORPORATED,2.56,"[""amount_only_match""]",amount_only,9446.96,9544.4,97.44,2024-12-08 00:00:00,2024-02-26 00:00:00,286,,,
BANK000363,GL000346,Payment to Data Systems,GL Entry: SMITH CO,3.14,"[""amount_only_match""]",amount_only,3477.2,3574.06,96.86,2024-09-26 00:00:00,2024-10-24 00:00:00,28,,,
BANK000364,GL000623,Payment to Consulting Group,GL Entry: Smith & Co,13.34,"[""amount_only_match""]",amount_only,27752.18,27665.52,86.66,2024-07-18 00:00:00,2024-06-14 00:00:00,34,,,
BANK000365,GL000260,Payment to Tech Solutions,GL Entry: Tech Solutions,58.49,"[""amount_only_match""]",amount_only,19405.38,19363.87,41.51,2024-07-10 00:00:00,2024-01-28 00:00:00,164,,,
BANK000366,GL000823,Payment to Global Services,GL Entry: TECH SOL,52.95,"[""amount_only_match""]",amount_only,39447.15,39400.1,47.05,2024-06-25 00:00:00,2024-08-16 00:00:00,52,,,
BANK000367,GL000539,Payment to Digital Agency,GL Entry: XYZ Corp,88.84,"[""amount_only_match""]",amount_only,5272.83,5261.67,11.16,2024-10-24 00:00:00,2024-10-06 00:00:00,18,,,
BANK000368,GL000229,Payment to Finance Partners,GL Entry: Smith Co.,85.37,"[""amount_only_match""]",amount_only,2312.35,2326.98,14.63,2024-10-06 00:00:00,2024-11-08 00:00:00,33,,,
BANK000369,GL000354,Payment to Consulting Group,GL Entry: Global Services,50.86,"[""amount_only_match""]",amount_only,41536.14,41487.0,49.14,2024-12-16 00:00:00,2024-01-01 00:00:00,350,,,
BANK000370,GL000508,Payment to XYZ Corp,GL Entry: ABC Inc,48.1,"[""amount_only_match""]",amount_only,31623.62,31571.72,51.9,2024-03-10 00:00:00,2024-11-09 00:00:00,244,,,
BANK000371,GL000528,Payment to ABC Inc,GL Entry: ABC Inc,20.3,"[""amount_only_match""]",amount_only,1945.49,1865.79,79.7,2024-04-13 00:00:00,2024-02-23 00:00:00,50,,,
BANK000372,GL000209,Payment to Data Systems,GL Entry: SMITH CO,48.13,"[""amount_only_match""]",amount_only,15848.23,15900.1,51.87,2024-06-07 00:00:00,2024-01-03 00:00:00,156,,,
BANK000373,GL000291,Payment to Business Tools,GL Entry: Smith & Company,13.56,"[""amount_only_match""]",amount_only,23722.65,23809.09,86.44,2024-01-19 00:00:00,2024-10-21 00:00:00,276,,,
BANK000374,GL000186,Payment to Software House,GL Entry: XYZ Corporation,17.56,"[""amount_only_match""]",amount_only,17913.01,17995.45,82.44,2024-01-25 00:00:00,2024-12-27 00:00:00,337,,,
BANK000375,GL000324,Payment to Audit Solutions,GL Entry: Global Services,51.02,"[""amount_only_match""]",amount_only,39987.19,39938.21,48.98,2024-08-11 00:00:00,2024-12-10 00:00:00,121,,,
BANK000377,GL000668,Payment to Tech Solutions,GL Entry: Smith Co.,9.86,"[""amount_only_match""]",amount_only,46223.09,46313.23,90.14,2024-09-22 00:00:00,2024-04-15 00:00:00,160,,,
BANK000378,GL000297,Payment to Smith & Co,GL Entry: Global Svcs,87.19,"[""amount_only_match""]",amount_only,4038.46,4025.65,12.81,2024-11-04 00:00:00,2024-01-09 00:00:00,300,,,
BANK000379,GL000953,Payment to Software House,GL Entry: Smith & Co,0.4,"[""amount_only_match""]",amount_only,5219.64,5120.04,99.6,2024-06-16 00:00:00,2024-01-15 00:00:00,153,,,
BANK000380,GL000170,Payment to Smith & Co,GL Entry: XYZ CORP.,5.65,"[""amount_only_match""]",amount_only,30170.82,30076.47,94.35,2024-08-06 00:00:00,2024-06-29 00:00:00,38,,,
BANK000381,GL000579,Payment to Cloud Services,GL Entry: Global Services,37.12,"[""amount_only_match""]",amount_only,22411.77,22348.89,62.88,2024-06-29 00:00:00,2024-11-10 00:00:00,134,,,
BANK000382,GL000494,Payment to XYZ Corp,GL Entry: GLOBAL SERVICES INC,71.47,"[""amount_only_match""]",amount_only,32009.52,32038.05,28.53,2024-01-30 00:00:00,2024-10-30 00:00:00,274,,,
BANK000383,GL000810,Payment to Smith & Co,GL Entry: Tech Solutions,33.23,"[""amount_only_match""]",amount_only,18229.23,18296.0,66.77,2024-12-13 00:00:00,2024-06-01 00:00:00,195,,,
BANK000384,GL000824,Payment to Business Tools,GL Entry: Smith Co.,60.4,"[""amount_only_match""]",amount_only,42448.6,42409.0,39.6,2024-12-13 00:00:00,2024-06-26 00:00:00,170,,,
BANK000385,GL000449,Payment to Finance Partners,GL Entry: XYZ Corporation,61.91,"[""amount_only_match""]",amount_only,3454.94,3493.03,38.09,2024-11-26 00:00:00,2024-07-13 00:00:00,136,,,
BANK000386,GL000426,Payment to Software House,GL Entry: Global Services Inc,33.15,"[""amount_only_match""]",amount_only,1716.03,1782.88,66.85,2024-03-19 00:00:00,2024-12-08 00:00:00,264,,,
BANK000387,GL000818,Payment to Cloud Services,GL Entry: ABC Inc,54.53,"[""amount_only_match""]",amount_only,18663.47,18618.0,45.47,2024-02-09 00:00:00,2024-03-22 00:00:00,42,,,
BANK000388,GL000628,Payment to Tech Solutions,GL Entry: TECH SOL,97.65,"[""amount_only_match""]",amount_only,19961.9,19959.55,2.35,2024-11-28 00:00:00,2024-07-01 00:00:00,150,,,
BANK000389,GL000772,Payment to Consulting Group,GL Entry: Tech Solutions,23.96,"[""amount_only_match""]",amount_only,1393.08,1317.04,76.04,2024-04-05 00:00:00,2024-07-18 00:00:00,104,,,
BANK000390,GL000564,Payment to Digital Agency,GL Entry: ABC Inc,56.37,"[""amount_only_match""]",amount_only,5976.27,5932.64,43.63,2024-05-13 00:00:00,2024-10-29 00:00:00,169,,,
BANK000391,GL000425,Payment to Global Services,GL Entry: TECH SOLUTIONS,75.85,"[""amount_only_match""]",amount_only,14350.29,14326.14,24.15,2024-09-08 00:00:00,2024-01-24 00:00:00,228,,,
BANK000392,GL000110,Payment to Consulting Group,GL Entry: A B C Inc,1.58,"[""amount_only_match""]",amount_only,22656.93,22755.35,98.42,2024-12-31 00:00:00,2024-04-11 00:00:00,264,,,
BANK000394,GL000612,Payment to Tech Solutions,GL Entry: ABC Inc.,80.99,"[""amount_only_match""]",amount_only,27544.86,27563.87,19.01,2024-05-28 00:00:00,2024-12-08 00:00:00,194,,,
BANK000395,GL000479,Payment to Data Systems,GL Entry: XYZ Corporation,40.67,"[""amount_only_match""]",amount_only,8787.14,8727.81,59.33,2024-07-04 00:00:00,2024-07-20 00:00:00,16,,,
BANK000397,GL000675,Payment to Consulting Group,GL Entry: X Y Z Corp,18.82,"[""amount_only_match""]",amount_only,27745.67,27664.49,81.18,2024-07-07 00:00:00,2024-11-01 00:00:00,117,,,
BANK000398,GL000801,Payment to XYZ Corp,GL Entry: Global Services,16.53,"[""amount_only_match""]",amount_only,6575.58,6659.05,83.47,2024-02-14 00:00:00,2024-07-15 00:00:00,152,,,
BANK000399,GL000274,Payment to Cloud Services,GL Entry: Smith & Company,74.71,"[""amount_only_match""]",amount_only,26332.21,26357.5,25.29,2024-07-28 00:00:00,2024-01-20 00:00:00,190,,,
BANK000400,GL000484,Payment to XYZ Corp,GL Entry: Tech Solutions LLC,15.06,"[""amount_only_match""]",amount_only,48621.75,48536.81,84.94,2024-11-24 00:00:00,2024-06-08 00:00:00,169,,,
BANK000401,GL000455,Payment to Business Tools,GL Entry: XYZ Corp,91.13,"[""amount_only_match""]",amount_only,25916.26,25907.39,8.87,2024-03-06 00:00:00,2024-10-22 00:00:00,230,,,
BANK000402,GL000004,Payment to Audit Solutions,GL Entry: ABC Inc.,93.84,"[""amount_only_match""]",amount_only,9179.96,9173.8,6.16,2024-03-07 00:00:00,2024-10-23 00:00:00,230,,,
BANK000403,GL000663,Payment to Smith & Co,GL Entry: TECH SOL,59.23,"[""amount_only_match""]",amount_only,41586.4,41545.63,40.77,2024-09-22 00:00:00,2024-11-11 00:00:00,50,,,
BANK000404,GL000552,Payment to Global Services,GL Entry: XYZ Corp,8.77,"[""amount_only_match""]",amount_only,16200.77,16109.54,91.23,2024-12-29 00:00:00,2024-01-15 00:00:00,349,,,
BANK000405,GL000275,Payment to Tech Solutions,GL Entry: SMITH AND CO,88.29,"[""amount_only_match""]",amount_only,44756.8,44745.09,11.71,2024-02-10 00:00:00,2024-10-21 00:00:00,254,,,
BANK000407,GL000245,Payment to Cloud Services,GL Entry: Tech Solutions LLC,8.05,"[""amount_only_match""]",amount_only,25178.4,25270.35,91.95,2024-03-27 00:00:00,2024-11-29 00:00:00,247,,,
BANK000408,GL000481,Payment to Digital Agency,GL Entry: Tech Solutions LLC,24.31,"[""amount_only_match""]",amount_only,8642.91,8718.6,75.69,2024-11-15 00:00:00,2024-03-02 00:00:00,258,,,
BANK000409,GL000322,Payment to ABC Inc,GL Entry: SMITH AND CO,85.54,"[""amount_only_match""]",amount_only,42142.25,42156.71,14.46,2024-10-15 00:00:00,2024-03-31 00:00:00,198,,,
BANK000410,GL000381,Payment to Business Tools,GL Entry: Smith Co.,85.61,"[""amount_only_match""]",amount_only,4153.02,4167.41,14.39,2024-11-24 00:00:00,2024-02-21 00:00:00,277,,,
BANK000411,GL000679,Payment to Audit Solutions,GL Entry: ABC Inc,89.61,"[""amount_only_match""]",amount_only,10619.34,10608.95,10.39,2024-10-19 00:00:00,2024-07-09 00:00:00,102,,,
BANK000412,GL000081,Payment to Data Systems,GL Entry: XYZ Corp,69.05,"[""amount_only_match""]",amount_only,24952.1,24921.15,30.95,2024-11-17 00:00:00,2024-11-17 00:00:00,0,,,
BANK000413,GL000561,Payment to Audit Solutions,GL Entry: X Y Z Corp,98.15,"[""amount_only_match""]",amount_only,24198.95,24200.8,1.85,2024-12-16 00:00:00,2024-07-11 00:00:00,158,,,
BANK000414,GL000237,Payment to Consulting Group,GL Entry: GLOBAL SERVICES INC,61.53,"[""amount_only_match""]",amount_only,34461.82,34423.35,38.47,2024-03-21 00:00:00,2024-05-16 00:00:00,56,,,
BANK000415,GL000495,Payment to Smith & Co,GL Entry: ABC Inc,49.11,"[""amount_only_match""]",amount_only,10280.75,10331.64,50.89,2024-11-06 00:00:00,2024-08-06 00:00:00,92,,,
BANK000416,GL000621,Payment to Audit Solutions,GL Entry: ABC Inc.,91.77,"[""amount_only_match""]",amount_only,36736.57,36744.8,8.23,2024-06-25 00:00:00,2024-12-02 00:00:00,160,,,
BANK000417,GL000002,Payment to Finance Partners,GL Entry: TS Inc,55.01,"[""amount_only_match""]",amount_only,25797.51,25752.52,44.99,2024-02-24 00:00:00,2024-11-15 00:00:00,265,,,
BANK000418,GL000600,Payment to Smith & Co,GL Entry: Smith & Co,26.66,"[""amount_only_match""]",amount_only,13446.84,13520.18,73.34,2024-05-06 00:00:00,2024-05-15 00:00:00,9,,,
BANK000419,GL001104,Payment to Cloud Services,GL Entry: Smith Co.,4.89,"[""amount_only_match""]",amount_only,14581.58,14486.47,95.11,2024-07-15 00:00:00,2024-06-20 00:00:00,25,,,
